year,state,Pincode,type,count,amount
2021,rajasthan,302022,TOTAL,3587905,4232428314.6112733
2021,rajasthan,302016,TOTAL,130544931,225546213678.0312
2021,rajasthan,302012,TOTAL,7664076,13974005841.41229
2021,rajasthan,302020,TOTAL,5920882,8742491301.40883
2021,rajasthan,342003,TOTAL,5816053,10861143408.510336
2021,rajasthan,302029,TOTAL,5701411,9076213569.403297
2021,rajasthan,311001,TOTAL,5610874,10912550816.20288
2021,rajasthan,302015,TOTAL,5423917,6497157350.892502
2021,rajasthan,302017,TOTAL,5032416,6628312236.848719
2021,rajasthan,302022,TOTAL,4339511,5160132597.830615
2021,rajasthan,302013,TOTAL,3824987,6994409527.416702
2022,rajasthan,302016,TOTAL,148956604,248958961898.9538
2022,rajasthan,302012,TOTAL,8411664,15192162139.675108
2022,rajasthan,302020,TOTAL,6783960,9708132763.147295
2022,rajasthan,311001,TOTAL,6561991,12559359989.792736
2022,rajasthan,302029,TOTAL,6558498,10262133728.689194
2022,rajasthan,342003,TOTAL,6508137,12070291945.526222
2022,rajasthan,302015,TOTAL,6423696,7120253656.587112
2022,rajasthan,302017,TOTAL,5642776,7178086780.460688
2022,rajasthan,324006,TOTAL,5085722,9139679958.645088
2022,rajasthan,302022,TOTAL,5061954,5938352462.035116
2022,rajasthan,302016,TOTAL,181570316,290408785688.94006
2022,rajasthan,302012,TOTAL,9813239,17025818434.001835
2022,rajasthan,302020,TOTAL,8308435,11317574894.199295
2022,rajasthan,302015,TOTAL,7973666,8222092235.564779
2022,rajasthan,302029,TOTAL,7814739,11969825649.264526
2022,rajasthan,342003,TOTAL,7781332,13788621735.334116
2022,rajasthan,311001,TOTAL,7375429,13931581131.209145
2022,rajasthan,302017,TOTAL,6520767,8076295073.4123745
2022,rajasthan,302022,TOTAL,5938616,6632582851.473118
2022,rajasthan,324006,TOTAL,5916640,10390818560.320557
2022,rajasthan,302012,TOTAL,220682742,322546632329.7969
2022,rajasthan,302016,TOTAL,25003955,42498352744.6782
2022,rajasthan,342003,TOTAL,17890647,28024153451.17022
2022,rajasthan,302001,TOTAL,13698118,22015857946.1112
2022,rajasthan,301001,TOTAL,8312801,12519178755.011929
2022,rajasthan,302020,TOTAL,8160915,11112703183.15005
2022,rajasthan,311001,TOTAL,8149741,14136337590.398617
2022,rajasthan,302029,TOTAL,7835035,11763047433.169743
2022,rajasthan,302015,TOTAL,7686092,8231855856.236254
2022,rajasthan,332001,TOTAL,6645042,11487888510.021519
2022,rajasthan,302012,TOTAL,255709582,401447081116.40735
2022,rajasthan,342003,TOTAL,35485978,58286397998.928116
2022,rajasthan,302001,TOTAL,14447137,24564518828.60323
2022,rajasthan,313002,TOTAL,12521162,18895176739.276096
2022,rajasthan,311001,TOTAL,12252353,20814295262.9961
2022,rajasthan,302020,TOTAL,9296078,12502359022.61105
2022,rajasthan,301001,TOTAL,9041051,14374749827.087431
2022,rajasthan,302029,TOTAL,8692049,12958768543.295708
2022,rajasthan,302015,TOTAL,8213130,8741507071.853579
2022,rajasthan,332001,TOTAL,7900335,14128879351.272339
2023,rajasthan,302012,TOTAL,17831228,30754435475.0
2023,rajasthan,302020,TOTAL,15139527,19803106127.0
2023,rajasthan,302029,TOTAL,14694667,21450636416.0
2023,rajasthan,302015,TOTAL,13251029,13633623286.0
2023,rajasthan,311001,TOTAL,13103780,23076828946.0
2023,rajasthan,302017,TOTAL,11509572,14050627706.0
2023,rajasthan,302022,TOTAL,11447372,12277973516.0
2023,rajasthan,334001,TOTAL,9608216,15209303995.0
2023,rajasthan,332001,TOTAL,9473451,16875528597.0
2023,rajasthan,301001,TOTAL,9073908,14443260216.0
2023,rajasthan,302012,TOTAL,20702152,32851767886.0
2023,rajasthan,302020,TOTAL,17780704,21994291220.0
2023,rajasthan,302029,TOTAL,17432436,23985413864.0
2023,rajasthan,302015,TOTAL,15282571,14887734711.0
2023,rajasthan,311001,TOTAL,15210898,25045783308.0
2023,rajasthan,302022,TOTAL,13536917,13536810823.0
2023,rajasthan,302017,TOTAL,13248333,15538877807.0
2023,rajasthan,334001,TOTAL,10983675,16397892467.0
2023,rajasthan,301001,TOTAL,10615603,15551375247.0
2023,rajasthan,332001,TOTAL,10558709,18666782662.0
2018,sikkim,737101,TOTAL,5740,8443342.10723518
2018,sikkim,737102,TOTAL,4923,8507451.80127644
2018,sikkim,737132,TOTAL,4892,6610610.223672188
2018,sikkim,737136,TOTAL,4652,5416856.56543864
2018,sikkim,737135,TOTAL,3904,6401450.466799366
2018,sikkim,737134,TOTAL,3423,5271681.513652561
2018,sikkim,737113,TOTAL,2353,3784089.3561765887
2018,sikkim,737126,TOTAL,1875,2909397.045070725
2018,sikkim,737120,TOTAL,1611,2684577.3333517457
2018,sikkim,737103,TOTAL,1571,1867581.060805669
2018,sikkim,737101,TOTAL,10559,25376078.163594432
2018,sikkim,737102,TOTAL,8320,17627063.52206016
2018,sikkim,737132,TOTAL,7587,12429404.052329008
2018,sikkim,737134,TOTAL,6615,12023487.660533402
2018,sikkim,737136,TOTAL,6185,8200222.822791161
2018,sikkim,737113,TOTAL,6034,9201956.61756061
2018,sikkim,737135,TOTAL,5406,11530694.897931118
2018,sikkim,737120,TOTAL,3787,7797319.794669708
2018,sikkim,737126,TOTAL,3076,5486738.553643836
2018,sikkim,737103,TOTAL,2521,5845389.535137591
2018,sikkim,737101,TOTAL,14511,34011083.76562938
2018,sikkim,737102,TOTAL,12719,30285691.23135621
2018,sikkim,737132,TOTAL,11706,21297531.718367998
2018,sikkim,737136,TOTAL,9650,13225690.976560615
2018,sikkim,737134,TOTAL,8947,18373605.65640023
2018,sikkim,737135,TOTAL,8118,16350127.884927034
2018,sikkim,737113,TOTAL,7647,15980561.151862796
2018,sikkim,737120,TOTAL,6069,18273776.575938575
2018,sikkim,737126,TOTAL,5013,9609944.747983705
2018,sikkim,737121,TOTAL,3808,8408431.743646935
2018,sikkim,737101,TOTAL,20274,53997162.86355927
2018,sikkim,737102,TOTAL,17874,51134858.40890253
2018,sikkim,737132,TOTAL,14835,29688373.692548778
2018,sikkim,737134,TOTAL,12922,27493186.61969518
2018,sikkim,737135,TOTAL,12194,28644361.465561144
2018,sikkim,737136,TOTAL,10755,16186830.441481423
2018,sikkim,737113,TOTAL,9958,25407465.402388126
2018,sikkim,737120,TOTAL,9848,35890081.440197214
2018,sikkim,737126,TOTAL,6911,16121583.56245052
2018,sikkim,737103,TOTAL,6441,19760103.614122108
2019,sikkim,737101,TOTAL,74498,118108022.59828645
2019,sikkim,737102,TOTAL,21109,50167286.50498513
2019,sikkim,737132,TOTAL,18576,33157853.812782735
2019,sikkim,737134,TOTAL,17417,30929894.245465152
2019,sikkim,737135,TOTAL,16362,31811430.364247143
2019,sikkim,737136,TOTAL,14393,21078097.180940896
2019,sikkim,737139,TOTAL,11200,11367960.965816453
2019,sikkim,737113,TOTAL,10400,25036622.86210318
2019,sikkim,737126,TOTAL,8854,20006886.68322835
2019,sikkim,737120,TOTAL,8824,25342420.050538853
2019,sikkim,737101,TOTAL,210317,320406038.0351463
2019,sikkim,737102,TOTAL,24154,64795365.565028735
2019,sikkim,737132,TOTAL,18971,36887058.43025703
2019,sikkim,737134,TOTAL,17748,35346089.91961202
2019,sikkim,737135,TOTAL,16399,36945172.900931306
2019,sikkim,737113,TOTAL,14288,37325640.05972132
2019,sikkim,737136,TOTAL,12919,21067430.212100577
2019,sikkim,737120,TOTAL,11562,36545078.1041833
2019,sikkim,737126,TOTAL,9748,23480406.616069004
2019,sikkim,737103,TOTAL,9511,32108557.49722778
2019,sikkim,737101,TOTAL,310087,394711071.83428097
2019,sikkim,737102,TOTAL,32914,76983431.7127036
2019,sikkim,737132,TOTAL,26828,46674446.39052241
2019,sikkim,737134,TOTAL,23625,43190098.96401493
2019,sikkim,737135,TOTAL,22979,44953253.44049364
2019,sikkim,737120,TOTAL,18083,46382018.67211348
2019,sikkim,737136,TOTAL,17566,26387237.496077325
2019,sikkim,737113,TOTAL,17217,37733943.18239926
2019,sikkim,737126,TOTAL,14129,28436392.270060927
2019,sikkim,737103,TOTAL,11489,28161212.786410965
2019,sikkim,737101,TOTAL,477056,567811576.1273177
2019,sikkim,737102,TOTAL,36686,91018557.14116079
2019,sikkim,737132,TOTAL,30341,54437850.415528685
2019,sikkim,737135,TOTAL,27684,51758366.279735565
2019,sikkim,737134,TOTAL,27482,53701004.07841767
2019,sikkim,737113,TOTAL,21140,49605023.06090254
2019,sikkim,737136,TOTAL,20329,29141715.824643686
2019,sikkim,737120,TOTAL,19877,52411868.43038558
2019,sikkim,737126,TOTAL,17731,36781344.80839277
2019,sikkim,737121,TOTAL,14876,26432352.62999324
2020,sikkim,737101,TOTAL,198806,401678944.0832668
2020,sikkim,737102,TOTAL,39914,88772696.59716484
2020,sikkim,737132,TOTAL,34812,62301799.7090806
2020,sikkim,737134,TOTAL,33365,60978284.12445666
2020,sikkim,737135,TOTAL,32484,60406556.55173436
2020,sikkim,737136,TOTAL,23977,31562106.466452874
2020,sikkim,737113,TOTAL,23512,53543544.94433001
2020,sikkim,737126,TOTAL,21299,43678592.89017106
2020,sikkim,737120,TOTAL,20694,52272287.16991089
2020,sikkim,737121,TOTAL,17254,27168214.38679769
2020,sikkim,737101,TOTAL,99514,241524817.7601629
2020,sikkim,737102,TOTAL,48169,110771511.12969662
2020,sikkim,737134,TOTAL,47609,79692784.39264867
2020,sikkim,737132,TOTAL,44831,77172228.21265629
2020,sikkim,737135,TOTAL,40423,78103532.51790954
2020,sikkim,737113,TOTAL,30686,62990274.249189
2020,sikkim,737126,TOTAL,30265,50056768.69557366
2020,sikkim,737120,TOTAL,26448,83171870.67539173
2020,sikkim,737121,TOTAL,25732,34021829.586665384
2020,sikkim,737136,TOTAL,19239,32007761.345463865
2020,sikkim,737101,TOTAL,123677,363123445.92071867
2020,sikkim,737102,TOTAL,59676,148498181.61173043
2020,sikkim,737134,TOTAL,52215,103125997.98284647
2020,sikkim,737132,TOTAL,47333,92166014.71236712
2020,sikkim,737135,TOTAL,43495,84621036.76003131
2020,sikkim,737113,TOTAL,35604,84066020.05543599
2020,sikkim,737126,TOTAL,34340,67249097.61629468
2020,sikkim,737120,TOTAL,32188,108277311.85844661
2020,sikkim,737121,TOTAL,29690,47548419.72318309
2020,sikkim,737103,TOTAL,22543,58794910.05378474
2020,sikkim,737101,TOTAL,137621,401393359.3730345
2020,sikkim,737102,TOTAL,74462,206942913.8594391
2020,sikkim,737134,TOTAL,63754,144436140.52819106
2020,sikkim,737132,TOTAL,59211,130294975.41495967
2020,sikkim,737135,TOTAL,57488,127733770.72283357
2020,sikkim,737120,TOTAL,49743,170500424.5865497
2020,sikkim,737113,TOTAL,43961,123348464.12495862
2020,sikkim,737126,TOTAL,40905,101486444.10675268
2020,sikkim,737121,TOTAL,33882,73139191.13560003
2020,sikkim,737103,TOTAL,28640,80259744.7201464
2021,sikkim,737101,TOTAL,230314,651230894.2642756
2021,sikkim,737102,TOTAL,72036,214023413.27972007
2021,sikkim,737134,TOTAL,64481,163867637.42218336
2021,sikkim,737132,TOTAL,59993,137681981.3199845
2021,sikkim,737135,TOTAL,54828,140060691.11294314
2021,sikkim,737113,TOTAL,42491,133107495.42030288
2021,sikkim,737120,TOTAL,40210,141595710.6292783
2021,sikkim,737126,TOTAL,37841,103228998.99647489
2021,sikkim,737136,TOTAL,30655,61822486.69976698
2021,sikkim,737121,TOTAL,30224,73885821.60314554
2021,sikkim,737101,TOTAL,297452,724746706.3079436
2021,sikkim,737102,TOTAL,83039,235934839.12091917
2021,sikkim,737134,TOTAL,81870,194136137.0047333
2021,sikkim,737132,TOTAL,73086,156852033.9636291
2021,sikkim,737135,TOTAL,62588,143959958.98430628
2021,sikkim,737120,TOTAL,49090,176166209.40985945
2021,sikkim,737126,TOTAL,45574,109012656.35644796
2021,sikkim,737113,TOTAL,44882,120520637.56860521
2021,sikkim,737121,TOTAL,38319,76655631.82284465
2021,sikkim,737136,TOTAL,35750,66186273.85267018
2021,sikkim,737101,TOTAL,338734,867802298.5562382
2021,sikkim,737102,TOTAL,107611,301811282.78679377
2021,sikkim,737134,TOTAL,98557,239292130.0790186
2021,sikkim,737132,TOTAL,94310,192316407.61074328
2021,sikkim,737135,TOTAL,75667,174940398.5357872
2021,sikkim,737120,TOTAL,59528,222956316.01389608
2021,sikkim,737126,TOTAL,56216,137954758.18257964
2021,sikkim,737113,TOTAL,54713,159430410.3695603
2021,sikkim,737136,TOTAL,44864,81576523.34531628
2021,sikkim,737121,TOTAL,41335,92795839.6474207
2021,sikkim,737101,TOTAL,541997,1401565372.8342977
2021,sikkim,737102,TOTAL,138476,387413440.3597043
2021,sikkim,737132,TOTAL,118733,235216438.10757113
2021,sikkim,737134,TOTAL,117138,284731076.7632046
2021,sikkim,737135,TOTAL,89908,222979795.43140694
2021,sikkim,737120,TOTAL,78184,274703246.6532579
2021,sikkim,737113,TOTAL,72748,232954032.47956002
2021,sikkim,737126,TOTAL,71150,192812272.7765864
2021,sikkim,737136,TOTAL,58616,104773159.44339293
2021,sikkim,737103,TOTAL,56402,184698962.32679385
2022,sikkim,737101,TOTAL,572571,1429425945.961132
2022,sikkim,737102,TOTAL,150873,368906458.41561985
2022,sikkim,737132,TOTAL,144605,277500079.0930386
2022,sikkim,737134,TOTAL,137930,331402064.1726658
2022,sikkim,737135,TOTAL,106025,253796966.43059132
2022,sikkim,737126,TOTAL,81954,208000061.704278
2022,sikkim,737113,TOTAL,80419,240985978.0209565
2022,sikkim,737136,TOTAL,75513,124929431.68879786
2022,sikkim,737120,TOTAL,70343,239867347.3280994
2022,sikkim,737121,TOTAL,56322,138726250.37673736
2022,sikkim,737101,TOTAL,766826,1908886120.2727275
2022,sikkim,737102,TOTAL,209601,530663891.528832
2022,sikkim,737132,TOTAL,180548,323305054.1533619
2022,sikkim,737134,TOTAL,163476,367603628.9518961
2022,sikkim,737135,TOTAL,137789,286425187.3430251
2022,sikkim,737136,TOTAL,119900,163813399.01257223
2022,sikkim,737126,TOTAL,106692,254862677.89692697
2022,sikkim,737113,TOTAL,105494,315132632.0636008
2022,sikkim,737120,TOTAL,104473,350115653.0803326
2022,sikkim,737103,TOTAL,77714,237339189.39452797
2022,sikkim,737101,TOTAL,794044,1639837896.5598912
2022,sikkim,737102,TOTAL,220079,502539799.39269716
2022,sikkim,737132,TOTAL,197652,331337450.51434785
2022,sikkim,737134,TOTAL,163633,335841461.2357317
2022,sikkim,737135,TOTAL,149546,295234865.0724051
2022,sikkim,737126,TOTAL,128076,292427304.6874075
2022,sikkim,737136,TOTAL,114055,153227044.6228934
2022,sikkim,737120,TOTAL,111320,356886543.93965816
2022,sikkim,737113,TOTAL,93501,256543284.50575596
2022,sikkim,737121,TOTAL,76971,161156891.80198145
2022,sikkim,737132,TOTAL,828709,1491008376.2351952
2022,sikkim,737101,TOTAL,738136,1658113932.006267
2022,sikkim,737102,TOTAL,228431,481473592.9059185
2022,sikkim,737134,TOTAL,172812,356768812.7225659
2022,sikkim,737135,TOTAL,160013,304128893.56955755
2022,sikkim,737126,TOTAL,121174,264761199.2436604
2022,sikkim,737136,TOTAL,117743,148922707.33542886
2022,sikkim,737120,TOTAL,116909,340515167.47704965
2022,sikkim,737113,TOTAL,104360,298706697.67400277
2022,sikkim,737103,TOTAL,87881,235914155.20680153
2023,sikkim,737101,TOTAL,641677,1331757197.0
2023,sikkim,737102,TOTAL,377288,724417237.0
2023,sikkim,737132,TOTAL,319188,504003660.0
2023,sikkim,737134,TOTAL,285312,536369515.0
2023,sikkim,737135,TOTAL,279222,510099734.0
2023,sikkim,737136,TOTAL,200108,243821971.0
2023,sikkim,737126,TOTAL,193529,377774187.0
2023,sikkim,737113,TOTAL,167423,427052065.0
2023,sikkim,737120,TOTAL,158663,411542568.0
2023,sikkim,737121,TOTAL,140021,275800527.0
2023,sikkim,737101,TOTAL,899962,1922355312.0
2023,sikkim,737102,TOTAL,508420,942635529.0
2023,sikkim,737132,TOTAL,384514,555575639.0
2023,sikkim,737134,TOTAL,347058,611304737.0
2023,sikkim,737135,TOTAL,340788,593081155.0
2023,sikkim,737126,TOTAL,255818,454894848.0
2023,sikkim,737136,TOTAL,230648,252625813.0
2023,sikkim,737120,TOTAL,224729,621970853.0
2023,sikkim,737113,TOTAL,223355,544315243.0
2023,sikkim,737103,TOTAL,188485,483131676.0
2018,tamil-nadu,600003,TOTAL,2010196,2997847000.265506
2018,tamil-nadu,641001,TOTAL,234992,366145056.604301
2018,tamil-nadu,636015,TOTAL,73267,116043493.97074056
2018,tamil-nadu,641601,TOTAL,60315,91076373.45347327
2018,tamil-nadu,600119,TOTAL,57943,105956128.93332893
2018,tamil-nadu,600097,TOTAL,53815,100986696.11938742
2018,tamil-nadu,620001,TOTAL,52912,84235946.33960661
2018,tamil-nadu,635126,TOTAL,51317,82819235.07182719
2018,tamil-nadu,600042,TOTAL,46219,86200334.82890616
2018,tamil-nadu,602105,TOTAL,45667,62295253.93820695
2018,tamil-nadu,600003,TOTAL,2771900,5194488793.022476
2018,tamil-nadu,641001,TOTAL,423901,748183890.4087677
2018,tamil-nadu,636015,TOTAL,118614,223853090.9032671
2018,tamil-nadu,641601,TOTAL,104334,199193599.15138578
2018,tamil-nadu,620001,TOTAL,98831,179371909.8027706
2018,tamil-nadu,600097,TOTAL,82169,160980530.73242915
2018,tamil-nadu,635126,TOTAL,80985,172230600.9646459
2018,tamil-nadu,600119,TOTAL,78288,157174034.1418513
2018,tamil-nadu,600016,TOTAL,67050,127959281.86532944
2018,tamil-nadu,600042,TOTAL,64872,133464170.21839921
2018,tamil-nadu,600003,TOTAL,4430587,7070098756.153783
2018,tamil-nadu,641001,TOTAL,744052,1050152007.6825559
2018,tamil-nadu,636015,TOTAL,163360,273319148.19705296
2018,tamil-nadu,635126,TOTAL,150005,290338070.1790305
2018,tamil-nadu,600097,TOTAL,141460,217401146.047229
2018,tamil-nadu,600119,TOTAL,138418,218687635.55921072
2018,tamil-nadu,641601,TOTAL,135517,254249371.25811708
2018,tamil-nadu,600130,TOTAL,122218,185321325.48188782
2018,tamil-nadu,620001,TOTAL,121577,219715880.519094
2018,tamil-nadu,600016,TOTAL,115851,190924882.79157287
2018,tamil-nadu,600003,TOTAL,5539392,10066365923.24963
2018,tamil-nadu,641001,TOTAL,843859,1423056619.407611
2018,tamil-nadu,600097,TOTAL,226430,320761345.3571303
2018,tamil-nadu,636015,TOTAL,209669,384451489.5116932
2018,tamil-nadu,600119,TOTAL,208358,319036633.4215151
2018,tamil-nadu,635126,TOTAL,203970,421419396.2658981
2018,tamil-nadu,641601,TOTAL,183276,352623543.4756083
2018,tamil-nadu,602105,TOTAL,165149,247756868.24497595
2018,tamil-nadu,600100,TOTAL,155543,278569002.94251156
2018,tamil-nadu,620001,TOTAL,155412,305501691.7247781
2019,tamil-nadu,600003,TOTAL,8217185,12799152324.27052
2019,tamil-nadu,641001,TOTAL,1337996,2370445180.2124534
2019,tamil-nadu,600097,TOTAL,385521,514070417.7926743
2019,tamil-nadu,600119,TOTAL,379501,519174547.9382769
2019,tamil-nadu,636015,TOTAL,344088,591547622.9547863
2019,tamil-nadu,641601,TOTAL,321373,579706051.0532844
2019,tamil-nadu,635126,TOTAL,285441,468046147.18516535
2019,tamil-nadu,602105,TOTAL,282825,345351598.74653083
2019,tamil-nadu,600130,TOTAL,264329,377930074.5760394
2019,tamil-nadu,620001,TOTAL,255536,449790726.2631589
2019,tamil-nadu,600003,TOTAL,6992850,13700604318.48539
2019,tamil-nadu,641001,TOTAL,1739607,4031103255.4825172
2019,tamil-nadu,600097,TOTAL,445866,585669742.30745
2019,tamil-nadu,600119,TOTAL,434002,596518369.3512512
2019,tamil-nadu,641601,TOTAL,422511,937053319.0659298
2019,tamil-nadu,636015,TOTAL,412809,917369003.8631979
2019,tamil-nadu,600100,TOTAL,302921,491600273.48694897
2019,tamil-nadu,620001,TOTAL,301929,661158989.2982836
2019,tamil-nadu,600130,TOTAL,298156,436263623.9209101
2019,tamil-nadu,638003,TOTAL,273109,600958887.6522083
2019,tamil-nadu,600003,TOTAL,6406756,14709936634.889
2019,tamil-nadu,641001,TOTAL,1998001,5484926978.195975
2019,tamil-nadu,600119,TOTAL,722934,796879009.5874771
2019,tamil-nadu,600097,TOTAL,649021,734602492.2289515
2019,tamil-nadu,636015,TOTAL,512223,1307747080.3076725
2019,tamil-nadu,641601,TOTAL,510742,1301324485.20942
2019,tamil-nadu,600130,TOTAL,451652,552719273.3423706
2019,tamil-nadu,600100,TOTAL,422801,601833751.4182258
2019,tamil-nadu,620001,TOTAL,373860,917332900.1667721
2019,tamil-nadu,602105,TOTAL,335042,449183531.5210887
