year,state,distirct,App_open,No_of_App_open
2019,himachal-pradesh,hamirpur district,671492,58950
2019,himachal-pradesh,una district,640095,54164
2019,himachal-pradesh,kangra district,1689183,160161
2019,himachal-pradesh,kullu district,695567,59192
2019,himachal-pradesh,mandi district,971068,98589
2019,himachal-pradesh,lahul and spiti district,16249,1617
2019,himachal-pradesh,chamba district,417339,37974
2019,himachal-pradesh,kinnaur district,173403,10877
2019,himachal-pradesh,solan district,3094917,198962
2019,himachal-pradesh,sirmaur district,925283,69583
2019,himachal-pradesh,shimla district,1733165,124960
2019,himachal-pradesh,bilaspur district,526420,48453
2019,himachal-pradesh,hamirpur district,790412,66179
2019,himachal-pradesh,una district,759757,61055
2019,himachal-pradesh,kangra district,2063046,181133
2019,himachal-pradesh,kullu district,881862,66640
2019,himachal-pradesh,mandi district,1150109,111017
2019,himachal-pradesh,lahul and spiti district,20274,1938
2019,himachal-pradesh,chamba district,501894,43715
2019,himachal-pradesh,kinnaur district,190765,12310
2020,himachal-pradesh,solan district,3472122,220293
2020,himachal-pradesh,sirmaur district,1116073,77972
2020,himachal-pradesh,shimla district,1827107,139890
2020,himachal-pradesh,bilaspur district,644156,54024
2020,himachal-pradesh,hamirpur district,946744,73945
2020,himachal-pradesh,una district,909036,68564
2020,himachal-pradesh,kangra district,2464280,205367
2020,himachal-pradesh,kullu district,1006068,74668
2020,himachal-pradesh,mandi district,1412270,124971
2020,himachal-pradesh,lahul and spiti district,27781,2252
2020,himachal-pradesh,chamba district,600979,50169
2020,himachal-pradesh,kinnaur district,213488,13910
2020,himachal-pradesh,solan district,3305076,243732
2020,himachal-pradesh,sirmaur district,1211673,88117
2020,himachal-pradesh,shimla district,1806819,156539
2020,himachal-pradesh,bilaspur district,783049,61050
2020,himachal-pradesh,hamirpur district,1096242,84216
2020,himachal-pradesh,una district,1074892,78363
2020,himachal-pradesh,kangra district,3205540,235773
2020,himachal-pradesh,kullu district,803031,82616
2020,himachal-pradesh,mandi district,1719858,142668
2020,himachal-pradesh,lahul and spiti district,53176,2608
2020,himachal-pradesh,chamba district,787826,58362
2020,himachal-pradesh,kinnaur district,278398,15823
2020,himachal-pradesh,solan district,3875019,265701
2020,himachal-pradesh,sirmaur district,1390310,97464
2020,himachal-pradesh,shimla district,2337051,172418
2020,himachal-pradesh,bilaspur district,833764,67233
2020,himachal-pradesh,hamirpur district,1201125,93465
2020,himachal-pradesh,una district,1178220,86177
2020,himachal-pradesh,kangra district,3450088,261293
2020,himachal-pradesh,kullu district,979226,90699
2020,himachal-pradesh,mandi district,1859694,158237
2020,himachal-pradesh,lahul and spiti district,91931,3008
2020,himachal-pradesh,chamba district,893371,65214
2020,himachal-pradesh,kinnaur district,321951,17725
2020,himachal-pradesh,solan district,4778612,289889
2020,himachal-pradesh,sirmaur district,1642256,107144
2020,himachal-pradesh,shimla district,2785060,189005
2020,himachal-pradesh,bilaspur district,967514,73296
2020,himachal-pradesh,hamirpur district,1366513,101825
2020,himachal-pradesh,una district,1337623,93778
2020,himachal-pradesh,kangra district,3971323,285210
2020,himachal-pradesh,kullu district,1487242,99814
2020,himachal-pradesh,mandi district,2152427,173403
2020,himachal-pradesh,lahul and spiti district,93784,3611
2020,himachal-pradesh,chamba district,1050260,72124
2020,himachal-pradesh,kinnaur district,368534,19667
2021,himachal-pradesh,solan district,5433072,312360
2021,himachal-pradesh,sirmaur district,1873784,115705
2021,himachal-pradesh,shimla district,2980576,202911
2021,himachal-pradesh,bilaspur district,1051062,78663
2021,himachal-pradesh,hamirpur district,1412578,109372
2021,himachal-pradesh,una district,1406676,100832
2021,himachal-pradesh,kangra district,4233701,306531
2021,himachal-pradesh,kullu district,1960270,107536
2021,himachal-pradesh,mandi district,2344384,186340
2021,himachal-pradesh,lahul and spiti district,81725,3938
2021,himachal-pradesh,chamba district,1111619,77599
2021,himachal-pradesh,kinnaur district,338647,21164
2021,himachal-pradesh,solan district,5499854,334716
2021,himachal-pradesh,sirmaur district,3957169,124764
2021,himachal-pradesh,shimla district,5611146,218068
2021,himachal-pradesh,bilaspur district,1858165,84508
2021,himachal-pradesh,hamirpur district,2034049,117381
2021,himachal-pradesh,una district,2188195,108338
2021,himachal-pradesh,kangra district,7137976,329232
2021,himachal-pradesh,kullu district,3231422,115278
2021,himachal-pradesh,mandi district,5696942,200277
2021,himachal-pradesh,lahul and spiti district,937278,4254
2021,himachal-pradesh,chamba district,3802308,83542
2021,himachal-pradesh,kinnaur district,1315473,22793
2021,himachal-pradesh,solan district,6782274,360324
2021,himachal-pradesh,sirmaur district,4656571,134870
2021,himachal-pradesh,shimla district,7467127,235163
2021,himachal-pradesh,bilaspur district,2173844,91291
2021,himachal-pradesh,hamirpur district,2131942,126753
2021,himachal-pradesh,una district,2561006,116973
2021,himachal-pradesh,kangra district,8202082,355274
2021,himachal-pradesh,kullu district,4400259,124078
2021,himachal-pradesh,mandi district,6281857,216188
2021,himachal-pradesh,lahul and spiti district,1936498,4660
2021,himachal-pradesh,chamba district,4430504,90344
2021,himachal-pradesh,kinnaur district,1946324,24708
2021,himachal-pradesh,solan district,10347236,385901
2021,himachal-pradesh,sirmaur district,3750604,144716
2021,himachal-pradesh,shimla district,5770212,251745
2021,himachal-pradesh,bilaspur district,2031090,97687
2021,himachal-pradesh,hamirpur district,2858483,135670
2021,himachal-pradesh,una district,2739101,125192
2021,himachal-pradesh,kangra district,8495356,380492
2021,himachal-pradesh,kullu district,3731636,132702
2021,himachal-pradesh,mandi district,4546592,231360
2021,himachal-pradesh,lahul and spiti district,249743,5052
2021,himachal-pradesh,chamba district,2375444,96745
2021,himachal-pradesh,kinnaur district,775485,26485
2022,himachal-pradesh,solan district,6710908,410487
2022,himachal-pradesh,sirmaur district,8561040,154267
2022,himachal-pradesh,shimla district,10998338,267642
2022,himachal-pradesh,bilaspur district,3566950,104121
2022,himachal-pradesh,hamirpur district,2665125,144434
2022,himachal-pradesh,una district,3601757,133249
2022,himachal-pradesh,kangra district,11350217,405048
2022,himachal-pradesh,kullu district,5488435,141024
2022,himachal-pradesh,mandi district,11736477,246307
2022,himachal-pradesh,lahul and spiti district,2063470,5365
2022,himachal-pradesh,chamba district,8403790,103270
2022,himachal-pradesh,kinnaur district,2131771,28269
2022,himachal-pradesh,solan district,8005883,433753
2022,himachal-pradesh,sirmaur district,10410971,163150
2022,himachal-pradesh,shimla district,15220633,282560
2022,himachal-pradesh,bilaspur district,3821007,110019
2022,himachal-pradesh,hamirpur district,2741162,152759
2022,himachal-pradesh,una district,4520371,140791
2022,himachal-pradesh,kangra district,12879439,427676
2022,himachal-pradesh,kullu district,8795678,148844
2022,himachal-pradesh,mandi district,14679342,260233
2022,himachal-pradesh,lahul and spiti district,5388918,5657
2022,himachal-pradesh,chamba district,11682316,109087
2022,himachal-pradesh,kinnaur district,4342963,29878
2022,himachal-pradesh,solan district,7853464,457393
2022,himachal-pradesh,sirmaur district,10533368,171743
2022,himachal-pradesh,shimla district,18196762,296508
2022,himachal-pradesh,bilaspur district,4243040,115654
2022,himachal-pradesh,hamirpur district,2525896,160759
2022,himachal-pradesh,una district,4530064,148148
2022,himachal-pradesh,kangra district,13333733,449619
2022,himachal-pradesh,kullu district,7890814,156387
2022,himachal-pradesh,mandi district,14505602,273475
2022,himachal-pradesh,lahul and spiti district,6561136,5900
2022,himachal-pradesh,chamba district,13232974,114576
2022,himachal-pradesh,kinnaur district,5425685,31414
2022,himachal-pradesh,solan district,16598977,479537
2022,himachal-pradesh,sirmaur district,6294935,179223
2022,himachal-pradesh,shimla district,8326396,308448
2022,himachal-pradesh,bilaspur district,3117058,120345
2022,himachal-pradesh,hamirpur district,4039475,167686
2022,himachal-pradesh,una district,4061386,154314
2022,himachal-pradesh,kangra district,12232859,468410
2022,himachal-pradesh,kullu district,5183193,162922
2022,himachal-pradesh,mandi district,6917169,284425
2022,himachal-pradesh,lahul and spiti district,474863,6057
2022,himachal-pradesh,chamba district,4081657,118985
2022,himachal-pradesh,kinnaur district,1027749,32724
2023,himachal-pradesh,solan district,8637440,501947
2023,himachal-pradesh,sirmaur district,12835687,187417
2023,himachal-pradesh,shimla district,15709663,322036
2023,himachal-pradesh,bilaspur district,5267131,125771
2023,himachal-pradesh,hamirpur district,2741291,175074
2023,himachal-pradesh,una district,5288709,161122
2023,himachal-pradesh,kangra district,15233885,489369
2023,himachal-pradesh,kullu district,8940251,170048
2023,himachal-pradesh,mandi district,15192226,296936
2023,himachal-pradesh,lahul and spiti district,2019145,6298
2023,himachal-pradesh,chamba district,17455360,124457
2023,himachal-pradesh,kinnaur district,2381256,34193
2023,himachal-pradesh,solan district,10807448,523060
2023,himachal-pradesh,sirmaur district,16162360,195687
2023,himachal-pradesh,shimla district,19477246,335735
2023,himachal-pradesh,bilaspur district,5385585,131239
2023,himachal-pradesh,hamirpur district,3589504,182553
2023,himachal-pradesh,una district,5185467,168253
2023,himachal-pradesh,kangra district,16770123,510261
2023,himachal-pradesh,kullu district,9779657,177077
2023,himachal-pradesh,mandi district,15902310,310048
2023,himachal-pradesh,lahul and spiti district,8801435,6669
2023,himachal-pradesh,chamba district,20483795,130138
2023,himachal-pradesh,kinnaur district,4429845,35750
2018,jammu-&-kashmir,muzaffarabad district,0,41
2018,jammu-&-kashmir,doda district,0,2648
2018,jammu-&-kashmir,samba district,0,6534
2018,jammu-&-kashmir,mirpur district,0,544
2018,jammu-&-kashmir,srinagar district,0,18233
2018,jammu-&-kashmir,baramulla district,0,16299
2018,jammu-&-kashmir,jammu district,0,45294
2018,jammu-&-kashmir,ganderbal district,0,4117
2018,jammu-&-kashmir,udhampur district,0,8457
2018,jammu-&-kashmir,bandipore district,0,4609
2018,jammu-&-kashmir,reasi district,0,3583
2018,jammu-&-kashmir,shopian district,0,2537
2018,jammu-&-kashmir,poonch district,0,2539
2018,jammu-&-kashmir,kathua district,0,8039
2018,jammu-&-kashmir,kishtwar district,0,1298
2018,jammu-&-kashmir,pulwama district,0,8441
2018,jammu-&-kashmir,ramban district,0,1876
2018,jammu-&-kashmir,rajouri district,0,5232
2018,jammu-&-kashmir,kulgam district,0,5700
2018,jammu-&-kashmir,budgam district,0,11594
2018,jammu-&-kashmir,anantnag district,0,11556
2018,jammu-&-kashmir,kupwara district,0,7254
2018,jammu-&-kashmir,muzaffarabad district,0,57
2018,jammu-&-kashmir,doda district,0,4031
2018,jammu-&-kashmir,samba district,0,9601
2018,jammu-&-kashmir,mirpur district,0,795
2018,jammu-&-kashmir,srinagar district,0,27035
2018,jammu-&-kashmir,baramulla district,0,25870
2018,jammu-&-kashmir,jammu district,0,64681
2018,jammu-&-kashmir,ganderbal district,0,6212
2018,jammu-&-kashmir,udhampur district,0,12195
2018,jammu-&-kashmir,bandipore district,0,7527
2018,jammu-&-kashmir,reasi district,0,5168
2018,jammu-&-kashmir,shopian district,0,3522
2018,jammu-&-kashmir,poonch district,0,4152
2018,jammu-&-kashmir,kathua district,0,11778
2018,jammu-&-kashmir,kishtwar district,0,2006
2018,jammu-&-kashmir,pulwama district,0,12218
2018,jammu-&-kashmir,ramban district,0,2925
2018,jammu-&-kashmir,rajouri district,0,8035
2018,jammu-&-kashmir,kulgam district,0,8137
2018,jammu-&-kashmir,budgam district,0,17809
2018,jammu-&-kashmir,anantnag district,0,16373
2018,jammu-&-kashmir,kupwara district,0,11482
2018,jammu-&-kashmir,muzaffarabad district,0,89
2018,jammu-&-kashmir,doda district,0,5618
2018,jammu-&-kashmir,samba district,0,13304
2018,jammu-&-kashmir,mirpur district,0,1133
2018,jammu-&-kashmir,srinagar district,0,35583
2018,jammu-&-kashmir,baramulla district,0,31069
2018,jammu-&-kashmir,jammu district,0,86877
2018,jammu-&-kashmir,ganderbal district,0,7627
2018,jammu-&-kashmir,udhampur district,0,16058
2018,jammu-&-kashmir,bandipore district,0,8792
2018,jammu-&-kashmir,reasi district,0,7010
2018,jammu-&-kashmir,shopian district,0,4698
2018,jammu-&-kashmir,poonch district,0,6243
2018,jammu-&-kashmir,kathua district,0,15849
2018,jammu-&-kashmir,kishtwar district,0,2822
2018,jammu-&-kashmir,pulwama district,0,15427
2018,jammu-&-kashmir,ramban district,0,4202
2018,jammu-&-kashmir,rajouri district,0,11534
2018,jammu-&-kashmir,kulgam district,0,10305
2018,jammu-&-kashmir,budgam district,0,22301
2018,jammu-&-kashmir,anantnag district,0,20234
2018,jammu-&-kashmir,kupwara district,0,15754
2018,jammu-&-kashmir,muzaffarabad district,0,136
2018,jammu-&-kashmir,doda district,0,7669
